,platform,launch_month,ad_category_id,dev_cost,marketing_cost,users_reached,downloads_or_accesses,avg_bounce_rate,cumulative_feedback_from_customers,city_id
19803,Mobile App Beta,2021-04,A002,190241,63984,46119,23401,55.96,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19804,Mobile App Beta,2021-05,A004,172180,98285,17062,14777,67.06,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19805,Mobile App Beta,2021-06,A004,227372,84556,34321,12670,66.98,nan,C422
19806,Mobile App Beta,2021-07,A001,267307,77041,-3023,14494,85.28,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19807,Mobile App Beta,2021-08,A003,245790,56290,21333,32247,76.23,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19808,Mobile App Beta,2021-09,A001,148147,46355,32263,17240,58.93,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19809,Mobile App Beta,2021-10,A001,260569,51270,5499,1056,76.88,nan,C422
19810,Mobile App Beta,2021-11,A001,161916,63708,27992,16662,83.71,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19811,Mobile App Beta,2021-12,A004,154922,67002,41382,14618,45.02,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19812,Responsive Web Version,2021-01,A003,201322,77367,26541,19710,54.22,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19813,Responsive Web Version,2021-02,A003,153177,96628,32107,13271,84.52,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C422
19814,Responsive Web Version,2021-03,A002,179330,85674,12140,11696,67.33,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19815,Responsive Web Version,2021-04,A003,217625,91389,32725,16855,76.54,nan,C422
19816,Responsive Web Version,2021-05,A004,233144,51124,20918,13736,46.18,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19817,Responsive Web Version,2021-06,A002,189458,25808,32924,13028,65.6,nan,C422
19818,Responsive Web Version,2021-07,A003,257942,60774,29747,18499,64.77,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19819,Responsive Web Version,2021-08,A004,189908,35143,22372,15322,57.77,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19820,Responsive Web Version,2021-09,A003,235028,83413,20693,10839,28.87,"The site takes too long to load on average phones.
People didn’t wait around.",C422
19821,Responsive Web Version,2021-10,A001,83424,47146,44670,17752,69.1,nan,C422
19822,Responsive Web Version,2021-11,A002,158884,79063,15505,15606,67.41,nan,C422
19823,Responsive Web Version,2021-12,A001,228183,90342,27067,27686,91.77,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C422
19824,PDF WhatsApp Push,2021-01,A002,196905,45207,20770,16198,63.56,nan,C423
19825,PDF WhatsApp Push,2021-02,A002,216438,28942,32078,13236,65.99,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19826,PDF WhatsApp Push,2021-03,A004,212123,73483,46097,23204,44.48,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19827,PDF WhatsApp Push,2021-04,A003,136572,49696,37582,18394,55.82,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19828,PDF WhatsApp Push,2021-05,A003,237808,106903,22158,10914,54.42,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19829,PDF WhatsApp Push,2021-06,A001,256160,54978,51645,18850,59.6,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19830,PDF WhatsApp Push,2021-07,A004,169673,56720,14035,20857,45.27,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19831,PDF WhatsApp Push,2021-08,A002,212053,84317,23487,24084,75.12,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19832,PDF WhatsApp Push,2021-09,A002,139032,96711,5769,12275,72.28,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19833,PDF WhatsApp Push,2021-10,A001,266176,77566,16048,17506,45.57,nan,C423
19834,PDF WhatsApp Push,2021-11,A002,193487,64890,42275,15513,47.93,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19835,PDF WhatsApp Push,2021-12,A003,162212,117536,42453,12494,64.4,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19836,E-paper Mobile Web,2021-01,A003,262825,59657,12093,26158,60.41,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19837,E-paper Mobile Web,2021-02,A003,117183,32053,17001,23625,82.29,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19838,E-paper Mobile Web,2021-03,A004,201874,45329,21484,14584,94.93,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19839,E-paper Mobile Web,2021-04,A001,240224,50961,33837,17008,71.69,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19840,E-paper Mobile Web,2021-05,A001,169701,55435,33541,11412,61.33,nan,C423
19841,E-paper Mobile Web,2021-06,A004,150208,84134,28153,13734,59.94,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19842,E-paper Mobile Web,2021-07,A003,230682,70927,36884,23712,70.11,nan,C423
19843,E-paper Mobile Web,2021-08,A001,242549,83662,31489,13989,57.08,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19844,E-paper Mobile Web,2021-09,A001,211208,70727,38412,10458,82.25,nan,C423
19845,E-paper Mobile Web,2021-10,A001,244221,41372,45312,16350,63.22,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19846,E-paper Mobile Web,2021-11,A002,174692,69895,9769,22203,86.9,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19847,E-paper Mobile Web,2021-12,A003,208451,62589,19796,18113,41.79,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19848,Mobile App Beta,2021-01,A001,249478,64387,14867,18284,53.71,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19849,Mobile App Beta,2021-02,A004,219702,63536,29288,17977,71.89,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19850,Mobile App Beta,2021-03,A002,145742,87420,29244,14162,34.44,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19851,Mobile App Beta,2021-04,A003,222309,67294,24861,15928,71.51,nan,C423
19852,Mobile App Beta,2021-05,A002,165395,85705,28226,4490,58.73,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19853,Mobile App Beta,2021-06,A004,198340,82433,16530,16267,36.03,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19854,Mobile App Beta,2021-07,A001,237557,117746,14369,18616,55.01,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19855,Mobile App Beta,2021-08,A003,168138,59708,16757,13325,54.38,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19856,Mobile App Beta,2021-09,A003,228297,81440,25739,23918,72.32,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19857,Mobile App Beta,2021-10,A004,195961,58374,36499,11737,50.07,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19858,Mobile App Beta,2021-11,A004,205775,67671,39400,13132,65.01,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19859,Mobile App Beta,2021-12,A004,218573,33765,21105,17003,80.09,nan,C423
19860,Responsive Web Version,2021-01,A002,207676,60063,27366,9149,70.56,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19861,Responsive Web Version,2021-02,A003,218814,39010,22704,11165,73.45,nan,C423
19862,Responsive Web Version,2021-03,A004,195659,61365,23030,12473,60.86,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19863,Responsive Web Version,2021-04,A003,160496,66532,23871,14287,84.85,nan,C423
19864,Responsive Web Version,2021-05,A002,230067,84360,29933,18644,65.03,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19865,Responsive Web Version,2021-06,A003,122405,107542,24498,9789,89.25,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19866,Responsive Web Version,2021-07,A004,204572,50327,-11181,10032,66.13,"The site takes too long to load on average phones.
People didn’t wait around.",C423
19867,Responsive Web Version,2021-08,A003,191383,68700,29803,19736,50.04,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C423
19868,Responsive Web Version,2021-09,A003,266447,51540,1379,15233,55.58,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19869,Responsive Web Version,2021-10,A001,162707,63600,41923,17737,41.64,nan,C423
19870,Responsive Web Version,2021-11,A003,283399,91946,13460,17737,45.71,nan,C423
19871,Responsive Web Version,2021-12,A004,186837,41740,21574,15854,72.91,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C423
19872,PDF WhatsApp Push,2021-01,A004,172009,61445,22143,20406,56.87,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19873,PDF WhatsApp Push,2021-02,A002,220237,55950,36947,10698,56.44,nan,C424
19874,PDF WhatsApp Push,2021-03,A002,180770,53239,34262,15388,60.61,nan,C424
19875,PDF WhatsApp Push,2021-04,A004,129732,84026,13449,15112,64.24,nan,C424
19876,PDF WhatsApp Push,2021-05,A004,125529,56633,27989,14649,76.97,"The site takes too long to load on average phones.
People didn’t wait around.",C424
19877,PDF WhatsApp Push,2021-06,A004,303236,88808,23471,9101,80.5,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19878,PDF WhatsApp Push,2021-07,A004,171473,81812,31395,11539,91.5,"The site takes too long to load on average phones.
People didn’t wait around.",C424
19879,PDF WhatsApp Push,2021-08,A001,166843,82930,32497,16029,63.67,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19880,PDF WhatsApp Push,2021-09,A002,138209,92335,19776,13684,69.82,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19881,PDF WhatsApp Push,2021-10,A004,190965,61478,5918,21433,82.98,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19882,PDF WhatsApp Push,2021-11,A001,273075,52698,20892,14139,75.19,nan,C424
19883,PDF WhatsApp Push,2021-12,A003,212084,58432,6887,12989,51.83,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19884,E-paper Mobile Web,2021-01,A001,186212,42853,19119,10912,67.83,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19885,E-paper Mobile Web,2021-02,A001,255104,53408,24415,14427,67.87,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19886,E-paper Mobile Web,2021-03,A003,281092,50329,25326,13953,56.16,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19887,E-paper Mobile Web,2021-04,A001,209388,69377,8944,5436,66.14,nan,C424
19888,E-paper Mobile Web,2021-05,A003,148288,98890,13966,20973,27.02,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19889,E-paper Mobile Web,2021-06,A003,172739,88664,20051,13322,46.96,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19890,E-paper Mobile Web,2021-07,A001,187610,105585,31934,12014,90.43,"The site takes too long to load on average phones.
People didn’t wait around.",C424
19891,E-paper Mobile Web,2021-08,A001,97980,24952,31558,9427,83.65,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19892,E-paper Mobile Web,2021-09,A001,247333,-2354,22009,13771,86.46,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19893,E-paper Mobile Web,2021-10,A003,252117,54636,15084,19855,86.35,"The site takes too long to load on average phones.
People didn’t wait around.",C424
19894,E-paper Mobile Web,2021-11,A003,248222,37839,12503,9664,79.52,"The site takes too long to load on average phones.
People didn’t wait around.",C424
19895,E-paper Mobile Web,2021-12,A002,122332,58629,36132,19319,74.43,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19896,Mobile App Beta,2021-01,A003,174339,50907,24896,10806,51.32,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19897,Mobile App Beta,2021-02,A003,138552,55110,13541,8402,47.92,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19898,Mobile App Beta,2021-03,A001,207607,94022,30908,20985,91.44,nan,C424
19899,Mobile App Beta,2021-04,A004,158126,47515,28258,15423,72.07,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19900,Mobile App Beta,2021-05,A004,237404,86100,28371,15180,87.96,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19901,Mobile App Beta,2021-06,A003,231137,59321,10673,7519,95.1,nan,C424
19902,Mobile App Beta,2021-07,A001,207565,55758,16585,20286,76.76,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19903,Mobile App Beta,2021-08,A003,121094,59605,20200,16182,76.69,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19904,Mobile App Beta,2021-09,A002,185072,88268,54698,9285,66.22,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19905,Mobile App Beta,2021-10,A001,192064,40294,25045,9100,51.65,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19906,Mobile App Beta,2021-11,A003,256835,80362,33458,6195,72.76,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19907,Mobile App Beta,2021-12,A002,193502,16018,31045,7687,63.73,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19908,Responsive Web Version,2021-01,A002,108794,76232,8922,19523,35.97,"Many said font was too tiny to read.
Zooming didn’t help on small screens.",C424
19909,Responsive Web Version,2021-02,A004,218217,64187,-457,15464,52.65,"Mixed feedback: some usability concerns, but high interest in WhatsApp format.",C424
19910,Responsive Web Version,2021-03,A003,284762,59538,40784,12625,66.35,nan,C424
